"file_num","sim_number","size_fracture","volume","gyration_diam","strain"
335,7,280,32913.43,30.31759,"Petite"
335,8,293,31479.94,29.35916,"Petite"
335,9,311,38195.52,29.85011,"Petite"
335,10,300,36544.13,30.14296,"Petite"
335,11,323,40077.67,30.94118,"Petite"
335,12,296,37874.79,31.10184,"Petite"
335,13,344,45764.07,31.08484,"Petite"
335,14,325,37889.66,30.35139,"Petite"
335,15,307,38255.32,30.64549,"Petite"
335,16,292,34717.03,29.57367,"Petite"
335,17,305,39391.53,29.78933,"Petite"
335,18,333,41787.24,31.50253,"Petite"
335,19,306,37247.07,30.98089,"Petite"
335,20,308,35583.95,29.16031,"Petite"
335,21,307,41342.84,31.42322,"Petite"
335,22,317,38913.7,31.24521,"Petite"
335,23,352,46798.25,31.12476,"Petite"
335,24,325,38804.69,30.32085,"Petite"
335,25,353,46842.71,32.50411,"Petite"
335,26,306,36466.16,30.37264,"Petite"
335,27,334,41378.81,31.24934,"Petite"
335,28,353,42801.68,31.50547,"Petite"
335,29,311,36800.04,29.99006,"Petite"
335,30,299,38060.65,29.54253,"Petite"
336,1,319,41048.16,31.7337,"Petite"
336,2,306,37734.97,29.90452,"Petite"
336,3,307,40288.94,30.98829,"Petite"
336,4,292,35649.04,29.06488,"Petite"
336,5,352,51896.13,34.32968,"Petite"
336,6,294,36218.98,29.87068,"Petite"
336,7,299,37369.89,32.25175,"Petite"
336,8,290,34156.92,28.45868,"Petite"
336,9,286,35972.16,29.73173,"Petite"
336,10,330,40613.95,31.99076,"Petite"
336,11,358,47953.56,32.51243,"Petite"
336,12,266,27184.88,27.71084,"Petite"
336,13,326,45373.13,32.56732,"Petite"
336,14,284,38128.66,30.53573,"Petite"
336,15,355,50103.96,32.7052,"Petite"
336,16,340,54136.08,34.18571,"Petite"
336,17,311,36965.33,30.49057,"Petite"
336,18,282,33655.27,28.06405,"Petite"
336,19,292,33809.04,28.97401,"Petite"
336,20,265,35280.11,29.08871,"Petite"
336,21,287,39706.9,30.71875,"Petite"
336,22,317,42077.28,30.91288,"Petite"
336,23,270,29659.27,29.18209,"Petite"
336,24,252,28351,27.00463,"Petite"
336,25,245,28318.8,26.778,"Petite"
336,26,283,33782.15,28.63581,"Petite"
336,27,356,50375.24,33.43437,"Petite"
336,28,295,37418.77,31.95713,"Petite"
336,29,319,39808.96,30.36628,"Petite"
336,30,283,39041.99,31.54023,"Petite"
337,1,284,28167.09,28.60709,"Petite"
337,2,291,32019.78,28.28319,"Petite"
337,3,364,51651.27,33.43874,"Petite"
337,4,306,38480.84,29.74996,"Petite"
337,5,303,29267.7,29.7984,"Petite"
337,6,321,38985.39,29.98798,"Petite"
337,7,319,39502.61,30.64857,"Petite"
337,8,304,34162.82,29.37389,"Petite"
337,9,374,47747.34,34.39986,"Petite"
337,10,301,35064.54,30.83026,"Petite"
337,11,309,33919.76,29.57483,"Petite"
337,12,347,47144.07,33.04384,"Petite"
337,13,294,29632.3,28.29382,"Petite"
337,14,261,26912.07,27.6704,"Petite"
337,15,314,36853.77,30.57508,"Petite"
337,16,262,28974.65,28.24777,"Petite"
337,17,289,35948.66,30.40736,"Petite"
337,18,338,41323.47,33.67917,"Petite"
337,19,285,27911.46,26.97892,"Petite"
337,20,277,26912.47,28.00771,"Petite"
337,21,270,30251.6,29.37445,"Petite"
337,22,354,45071.36,33.32587,"Petite"
337,23,300,34208.27,29.46083,"Petite"
337,24,306,34776.83,28.9455,"Petite"
337,25,274,26711.51,27.14947,"Petite"
337,26,264,26739.85,27.49853,"Petite"
337,27,325,43558.73,30.89631,"Petite"
337,28,298,31257.22,29.89293,"Petite"
337,29,324,40176.1,32.72008,"Petite"
337,30,289,34352.64,28.64502,"Petite"
338,1,327,38230.59,30.1298,"Petite"
338,2,291,36058.25,30.42363,"Petite"
338,3,323,43552.85,31.14593,"Petite"
338,4,318,38585.8,29.69661,"Petite"
338,5,250,27500.63,29.65748,"Petite"
338,6,297,33059.54,28.29283,"Petite"
338,7,367,49411.89,33.57375,"Petite"
338,8,339,42998.41,31.50631,"Petite"
338,9,338,44255.63,32.5456,"Petite"
338,10,341,45293.81,31.29374,"Petite"
338,11,348,44920.63,31.10363,"Petite"
338,12,281,28239.96,27.61415,"Petite"
338,13,340,41977.91,31.08117,"Petite"
338,14,274,35023.69,29.27477,"Petite"
338,15,298,36883.72,29.88035,"Petite"
338,16,348,45368.81,33.90553,"Petite"
338,17,339,38500.75,30.49642,"Petite"
338,18,276,28279.97,27.46688,"Petite"
338,19,297,32164.11,29.94817,"Petite"
338,20,340,39471.18,30.06494,"Petite"
338,21,361,50034.28,33.21418,"Petite"
338,22,337,41722.01,30.92572,"Petite"
338,23,344,43928.57,33.00671,"Petite"
338,24,353,46733.1,31.83086,"Petite"
338,25,323,42014.12,31.98848,"Petite"
338,26,287,30696.87,28.66969,"Petite"
338,27,327,43020.81,32.06142,"Petite"
338,28,318,41818.5,31.0887,"Petite"
338,29,299,31422.8,28.07449,"Petite"
338,30,322,40779.7,32.48299,"Petite"
339,1,329,50349.07,31.24062,"Petite"
339,2,298,32805.5,29.7527,"Petite"
339,3,380,58966.24,34.81631,"Petite"
339,4,282,32443.58,29.89548,"Petite"
339,5,317,42476.02,31.66679,"Petite"
339,6,305,35330,29.68934,"Petite"
339,7,327,42524.95,31.34437,"Petite"
339,8,317,41048.28,30.36137,"Petite"
339,9,328,42875.39,30.96254,"Petite"
339,10,322,44915.73,32.59363,"Petite"
339,11,305,36712.26,29.99239,"Petite"
339,12,297,35527.91,28.90526,"Petite"
339,13,306,41148.36,31.10482,"Petite"
339,14,315,44575.47,30.76585,"Petite"
339,15,358,51499.52,33.80613,"Petite"
339,16,317,38727.89,30.19758,"Petite"
339,17,287,32038.02,28.48591,"Petite"
339,18,305,33824.36,30.32829,"Petite"
339,19,305,43401.55,30.43557,"Petite"
339,20,321,41827.62,30.41856,"Petite"
339,21,258,24220.04,25.89573,"Petite"
339,22,298,34855.16,29.03215,"Petite"
339,23,341,47513.68,34.27957,"Petite"
339,24,388,66153.72,35.82511,"Petite"
339,25,332,49270.96,31.16224,"Petite"
339,26,375,53852.45,33.51222,"Petite"
339,27,279,36109.33,29.89109,"Petite"
339,28,275,35109.82,28.33354,"Petite"
339,29,339,50457.56,32.88543,"Petite"
339,30,331,45872.34,32.30551,"Petite"
34,1,267,30041.03,27.34873,"Petite"
34,2,242,26075.67,27.05152,"Petite"
34,3,299,39391.34,32.1617,"Petite"
34,4,315,40604.83,31.07691,"Petite"
34,5,307,38944.54,29.75051,"Petite"
34,6,354,47753.46,32.57327,"Petite"
34,7,276,32776.57,30.92908,"Petite"
34,8,282,31499.25,28.70102,"Petite"
34,9,314,44814.35,30.992,"Petite"
34,10,308,41047.09,30.40501,"Petite"
34,11,287,34488.47,28.8437,"Petite"
34,12,300,33438.93,30.00713,"Petite"
34,13,316,33053.49,30.30146,"Petite"
34,14,293,35582.25,30.54179,"Petite"
34,15,282,29796.59,28.01184,"Petite"
34,16,316,38920.8,30.77473,"Petite"
34,17,235,25587.33,27.62357,"Petite"
34,18,295,41194.57,30.69735,"Petite"
34,19,324,40157.33,30.65635,"Petite"
34,20,302,29207.75,29.08344,"Petite"
34,21,296,34933.52,30.56365,"Petite"
34,22,309,36317.58,28.84104,"Petite"
34,23,296,32246.85,28.60759,"Petite"
34,24,290,33786.73,30.17385,"Petite"
34,25,276,34728.73,28.23266,"Petite"
34,26,296,36912.88,29.60723,"Petite"
34,27,250,28384.07,26.39689,"Petite"
34,28,295,36922.6,28.69228,"Petite"
34,29,362,48877.7,32.75414,"Petite"
34,30,305,44221.77,30.97501,"Petite"
340,1,326,34365.15,29.80547,"Petite"
340,2,420,62056.07,35.98309,"Petite"
340,3,321,39301.25,29.79865,"Petite"
340,4,264,30545.14,28.22762,"Petite"
340,5,342,53812.46,35.51125,"Petite"
340,6,274,31180.08,28.1685,"Petite"
340,7,363,49436.76,36.1047,"Petite"
340,8,346,40997.26,34.27833,"Petite"
340,9,308,36097.27,29.8039,"Petite"
340,10,303,32471.68,30.60753,"Petite"
340,11,318,45443.38,31.66192,"Petite"
340,12,385,54842.78,33.00297,"Petite"
340,13,304,45621.03,33.90109,"Petite"
340,14,274,31437.5,28.42823,"Petite"
340,15,349,44910.7,32.14,"Petite"
340,16,304,35159.24,30.19208,"Petite"
340,17,305,41372.74,30.06826,"Petite"
340,18,249,23054.97,26.61522,"Petite"
340,19,328,43354.14,31.64175,"Petite"
340,20,347,49128.49,33.16574,"Petite"
340,21,304,35659.88,30.62186,"Petite"
340,22,310,42886.01,30.81484,"Petite"
340,23,338,42265.66,31.55521,"Petite"
340,24,324,39197,30.52461,"Petite"
340,25,385,55047.93,36.13143,"Petite"
340,26,324,43000.9,30.92627,"Petite"
340,27,329,45187.71,30.992,"Petite"
340,28,325,37544.16,30.06072,"Petite"
340,29,351,54459.72,33.39469,"Petite"
340,30,322,38196.48,30.11579,"Petite"
341,1,295,36060.18,29.20221,"Petite"
341,2,346,43966.78,31.52651,"Petite"
341,3,325,45481.92,32.68441,"Petite"
341,4,332,38656.54,31.00128,"Petite"
341,5,372,51926.02,34.0127,"Petite"
341,6,322,41005.97,29.52988,"Petite"
341,7,366,48138.02,32.33225,"Petite"
341,8,375,53419.34,34.81267,"Petite"
341,9,319,40678.41,30.92227,"Petite"
341,10,317,46748.37,33.08371,"Petite"
341,11,258,29348.13,27.52133,"Petite"
341,12,265,31896.73,27.36587,"Petite"
341,13,314,40741.02,31.17615,"Petite"
341,14,347,50862.98,33.235,"Petite"
341,15,317,36322.29,30.33675,"Petite"
341,16,330,43628.89,30.44534,"Petite"
341,17,236,26040.15,26.39585,"Petite"
341,18,321,45851.64,33.4612,"Petite"
341,19,304,40177.39,30.73212,"Petite"
341,20,341,44392.51,31.98978,"Petite"
341,21,295,31318.13,28.42171,"Petite"
341,22,267,29295.75,28.19619,"Petite"
341,23,331,45626.84,33.5762,"Petite"
341,24,319,40087.92,30.59459,"Petite"
341,25,374,52102.13,34.21233,"Petite"
341,26,245,25849.76,26.65025,"Petite"
341,27,375,60048.74,36.10787,"Petite"
341,28,353,45331.01,32.41674,"Petite"
341,29,316,37135.29,30.23532,"Petite"
341,30,385,57081.22,36.27027,"Petite"
342,1,331,46335.95,31.1595,"Petite"
342,2,324,47179.23,32.87046,"Petite"
342,3,375,53841.79,32.80286,"Petite"
342,4,283,33612.66,29.07711,"Petite"
342,5,319,38262.71,32.01626,"Petite"
342,6,320,44104.76,31.83199,"Petite"
342,7,277,34280.16,28.53687,"Petite"
342,8,328,41504.94,31.43902,"Petite"
342,9,288,33547.17,29.74294,"Petite"
342,10,364,55650.36,33.54818,"Petite"
342,11,335,41091.78,31.81749,"Petite"
342,12,278,32543.74,28.75026,"Petite"
342,13,308,43637.95,30.26462,"Petite"
342,14,335,50286.92,34.25781,"Petite"
342,15,330,43124.61,30.45058,"Petite"
342,16,268,33105.95,28.54744,"Petite"
342,17,324,44617.95,31.57623,"Petite"
342,18,316,40791.53,31.6202,"Petite"
342,19,348,49684.77,34.62389,"Petite"
342,20,316,42216.5,29.8676,"Petite"
342,21,272,30910.46,29.08881,"Petite"
342,22,300,38733.34,30.52352,"Petite"
342,23,266,31017.62,27.98329,"Petite"
342,24,355,46481.7,34.23298,"Petite"
342,25,289,35728.6,29.90167,"Petite"
342,26,315,43210.89,30.37841,"Petite"
342,27,275,36360.65,29.45544,"Petite"
342,28,322,38384.51,30.21794,"Petite"
342,29,243,27441.2,27.47689,"Petite"
342,30,312,37939.15,29.61929,"Petite"
343,1,280,29870.46,28.22601,"Petite"
343,2,294,39457.18,31.79365,"Petite"
343,3,312,43462.88,30.90622,"Petite"
343,4,295,33387.05,29.00044,"Petite"
343,5,318,41435.01,32.77688,"Petite"
343,6,313,40610.29,30.44869,"Petite"
343,7,266,35360.67,29.51045,"Petite"
343,8,293,35826.49,29.34599,"Petite"
343,9,330,44669.47,30.94909,"Petite"
343,10,293,42278.7,31.37959,"Petite"
343,11,302,39430.91,30.56888,"Petite"
343,12,296,40803.3,28.88488,"Petite"
343,13,299,40330.99,30.57769,"Petite"
343,14,298,39178,29.64098,"Petite"
343,15,312,40747.29,31.16449,"Petite"
343,16,312,36714.17,30.01969,"Petite"
343,17,317,41679.16,33.00027,"Petite"
343,18,259,35374.9,28.78643,"Petite"
343,19,332,45220.07,33.09475,"Petite"
343,20,295,33348.96,28.54195,"Petite"
343,21,301,38223.07,30.71591,"Petite"
343,22,284,39219.1,29.72314,"Petite"
343,23,266,31559.02,28.86147,"Petite"
343,24,288,35853.28,29.34082,"Petite"
343,25,300,42145.44,30.60146,"Petite"
343,26,312,42404.73,33.0933,"Petite"
343,27,282,40383.85,28.98288,"Petite"
343,28,330,42169.34,31.81471,"Petite"
343,29,332,48017.86,33.43327,"Petite"
343,30,298,41967.58,31.67858,"Petite"
344,1,294,40702.69,30.27284,"Petite"
344,2,313,37209.54,30.1792,"Petite"
344,3,311,45304.48,32.96392,"Petite"
344,4,324,40060.07,30.69631,"Petite"
344,5,299,37147.42,29.48345,"Petite"
344,6,351,51574.79,32.50108,"Petite"
344,7,295,33600.51,29.8255,"Petite"
344,8,303,36331.77,29.3083,"Petite"
344,9,319,34574.78,29.35945,"Petite"
344,10,282,37408.91,29.48245,"Petite"
344,11,294,36682.8,30.05483,"Petite"
344,12,311,35414.16,29.3373,"Petite"
344,13,274,32956.54,28.07068,"Petite"
344,14,276,35139.15,29.3235,"Petite"
344,15,438,72158.61,37.28988,"Petite"
344,16,315,37717.18,31.50043,"Petite"
344,17,272,36627.07,29.06048,"Petite"
344,18,337,44907.77,33.0616,"Petite"
344,19,339,35912.02,29.2892,"Petite"
344,20,318,42878.58,31.79846,"Petite"
344,21,266,27680.15,26.96141,"Petite"
344,22,286,33918.33,28.66204,"Petite"
344,23,271,27413.05,28.30737,"Petite"
344,24,284,37226.88,29.74894,"Petite"
344,25,319,41975.12,32.16364,"Petite"
344,26,277,32733.22,28.09261,"Petite"
344,27,310,37364.83,30.33114,"Petite"
344,28,348,49626.18,31.64425,"Petite"
344,29,292,35131.34,29.15109,"Petite"
344,30,265,27323.83,28.34142,"Petite"
345,1,328,39034.69,31.00832,"Petite"
345,2,323,37446.55,31.21138,"Petite"
345,3,260,23339.49,26.78745,"Petite"
345,4,331,34953.52,29.95719,"Petite"
345,5,253,26096.38,28.4672,"Petite"
345,6,292,35309.6,29.43006,"Petite"
345,7,253,31933.03,27.57385,"Petite"
345,8,313,39082.21,29.79651,"Petite"
345,9,314,39996.38,31.03878,"Petite"
345,10,291,35497.73,30.05101,"Petite"
345,11,320,37621.26,29.41579,"Petite"
345,12,351,43369.57,31.33976,"Petite"
345,13,297,27486.83,28.11766,"Petite"
345,14,279,36203.07,28.61503,"Petite"
345,15,300,30442.92,28.3747,"Petite"
345,16,344,44260.1,33.15118,"Petite"
345,17,361,57955.57,33.61135,"Petite"
345,18,316,35223.95,29.56344,"Petite"
345,19,299,35883.91,29.04958,"Petite"
345,20,277,33462.04,28.05738,"Petite"
345,21,294,32889.22,27.82878,"Petite"
345,22,291,39377.75,30.31543,"Petite"
345,23,329,40263.75,31.34403,"Petite"
345,24,279,31442.15,28.13986,"Petite"
345,25,278,30829.19,27.69733,"Petite"
345,26,267,32546.51,28.74523,"Petite"
345,27,277,29720.67,29.22714,"Petite"
345,28,302,38143.91,29.40563,"Petite"
345,29,282,32632.54,28.30355,"Petite"
345,30,321,38147.03,31.12098,"Petite"
346,1,310,37086.9,30.7615,"Petite"
346,2,301,32605.97,29.19689,"Petite"
346,3,318,42057.01,33.6936,"Petite"
346,4,303,38317.01,29.67451,"Petite"
346,5,339,44001.59,30.65808,"Petite"
346,6,289,28768.61,28.17741,"Petite"
346,7,303,40785.53,29.9187,"Petite"
346,8,307,40482.76,32.44953,"Petite"
346,9,302,37435.97,30.36949,"Petite"
346,10,259,28297.25,26.52859,"Petite"
346,11,337,43926.59,31.31416,"Petite"
346,12,317,41657.16,30.97781,"Petite"
346,13,341,44249.79,31.43436,"Petite"
346,14,292,36702.05,30.37205,"Petite"
346,15,369,48224.22,31.83916,"Petite"
346,16,340,49921.69,32.10565,"Petite"
346,17,364,48980.33,31.99257,"Petite"
346,18,359,53880.88,32.75978,"Petite"
346,19,314,34655.55,29.26268,"Petite"
346,20,339,45802.49,30.66798,"Petite"
346,21,288,33475.36,28.80651,"Petite"
346,22,339,44320.64,32.49246,"Petite"
346,23,327,46003.39,33.09844,"Petite"
346,24,308,44040.92,31.9883,"Petite"
346,25,343,46452.37,30.76359,"Petite"
346,26,315,41462.63,29.87268,"Petite"
346,27,329,39516.79,29.44188,"Petite"
346,28,282,34004.98,29.20384,"Petite"
346,29,291,32283.5,28.49553,"Petite"
346,30,365,48282.59,33.07551,"Petite"
347,1,308,39445.69,29.32384,"Petite"
347,2,275,35055.51,28.77632,"Petite"
347,3,344,51151.82,34.44813,"Petite"
347,4,320,35887.33,30.49131,"Petite"
347,5,263,30291.48,28.82111,"Petite"
347,6,306,38160.6,29.63024,"Petite"
347,7,310,35072.13,29.0625,"Petite"
347,8,304,36606.42,29.87725,"Petite"
347,9,305,39780.25,29.85321,"Petite"
347,10,297,33533.58,29.7679,"Petite"
347,11,296,31200.11,28.42118,"Petite"
347,12,405,60162.97,35.88367,"Petite"
347,13,350,37318.35,30.4517,"Petite"
347,14,284,34846.43,29.47527,"Petite"
347,15,278,35069.33,29.62341,"Petite"
347,16,273,27447.69,27.23207,"Petite"
347,17,299,35206.38,29.61423,"Petite"
347,18,319,39376.87,30.02558,"Petite"
347,19,287,32527.89,28.73021,"Petite"
347,20,334,43197.99,33.5952,"Petite"
347,21,294,32119.98,28.05864,"Petite"
347,22,331,42424.46,30.3741,"Petite"
347,23,325,46290.95,32.19292,"Petite"
347,24,264,27374.82,27.95859,"Petite"
347,25,269,32285,28.22327,"Petite"
347,26,240,29722.45,28.00065,"Petite"
347,27,314,38715.68,29.64611,"Petite"
347,28,313,39942.04,33.71499,"Petite"
347,29,335,37717.11,30.06144,"Petite"
347,30,294,32213.94,28.15067,"Petite"
348,1,315,51818.04,34.01862,"Petite"
348,2,275,33199.65,28.71493,"Petite"
348,3,311,42706.17,31.74924,"Petite"
348,4,304,36003.85,30.0493,"Petite"
348,5,357,47771.51,31.92488,"Petite"
348,6,258,32832.65,30.44803,"Petite"
348,7,303,43543.91,30.3361,"Petite"
348,8,282,39022.18,28.94294,"Petite"
348,9,373,60570.45,33.93021,"Petite"
348,10,320,41873.36,30.993,"Petite"
348,11,326,43240.16,31.95451,"Petite"
348,12,277,30802.03,29.29862,"Petite"
348,13,304,38932.81,29.56935,"Petite"
348,14,331,45118.95,32.4758,"Petite"
348,15,331,46255.62,32.30716,"Petite"
348,16,269,34200.25,28.76089,"Petite"
348,17,300,36229.58,29.38328,"Petite"
348,18,242,27389.66,27.6289,"Petite"
348,19,325,38736.52,30.08516,"Petite"
348,20,287,37190.67,30.76096,"Petite"
348,21,380,58596.99,35.54666,"Petite"
348,22,291,36362.76,29.39624,"Petite"
348,23,283,33680.28,29.68473,"Petite"
348,24,283,38408.98,28.58541,"Petite"
348,25,276,30878.51,28.53404,"Petite"
348,26,313,40002.51,30.58143,"Petite"
348,27,275,37732.59,31.21614,"Petite"
348,28,305,33602.48,30.58215,"Petite"
348,29,331,48145.07,33.88804,"Petite"
348,30,245,32920.97,28.22854,"Petite"
349,1,342,47210.41,31.08272,"Petite"
349,2,307,39055.66,30.2594,"Petite"
349,3,353,51679.79,32.80076,"Petite"
349,4,347,43128.43,32.16505,"Petite"
349,5,337,46286.07,31.87902,"Petite"
349,6,355,48278.65,32.47252,"Petite"
349,7,301,36428.16,30.0257,"Petite"
349,8,350,53747.68,34.06647,"Petite"
349,9,327,46356.46,32.0617,"Petite"
349,10,303,39797.44,31.34698,"Petite"
349,11,340,47328.4,32.87774,"Petite"
349,12,309,39756.54,30.32259,"Petite"
349,13,344,46759.22,31.90535,"Petite"
349,14,316,42845.66,30.88846,"Petite"
349,15,370,52438.85,32.44861,"Petite"
349,16,337,44521.95,31.39127,"Petite"
349,17,354,45130.83,30.55797,"Petite"
349,18,363,56409.25,35.52714,"Petite"
349,19,304,41894.17,32.0063,"Petite"
349,20,336,42458.24,31.07123,"Petite"
349,21,306,37915.88,30.17703,"Petite"
349,22,294,32352.29,28.66999,"Petite"
349,23,310,38461.67,29.70996,"Petite"
349,24,268,24295.57,26.9282,"Petite"
349,25,335,37705.58,31.70533,"Petite"
349,26,389,50109.81,32.96895,"Petite"
349,27,389,59930.69,35.26342,"Petite"
349,28,324,46228.86,30.79209,"Petite"
349,29,319,43178.09,30.1433,"Petite"
349,30,284,36219.26,29.86938,"Petite"
35,1,314,39719.94,30.76045,"Petite"
35,2,293,32315.17,28.98775,"Petite"
35,3,312,38387.63,29.00224,"Petite"
35,4,300,40414.19,30.40028,"Petite"
35,5,268,31070.48,27.78057,"Petite"
35,6,338,49266.21,32.25274,"Petite"
35,7,246,26004.61,27.75821,"Petite"
35,8,329,37013.41,31.0141,"Petite"
35,9,292,34677.69,28.88029,"Petite"
35,10,324,42805.01,32.03082,"Petite"
35,11,331,41468.55,32.01183,"Petite"
35,12,346,41196.65,30.98934,"Petite"
35,13,257,25769.43,27.63935,"Petite"
35,14,327,40265.14,30.29387,"Petite"
35,15,309,33175.27,28.37386,"Petite"
35,16,315,37708.35,30.67224,"Petite"
35,17,308,38858.43,30.80219,"Petite"
35,18,317,36279.21,30.67985,"Petite"
35,19,318,37561.51,30.03838,"Petite"
35,20,301,33641.83,29.1028,"Petite"
35,21,301,36968.73,30.80426,"Petite"
35,22,254,24208.08,27.40598,"Petite"
35,23,283,33875.91,29.29051,"Petite"
35,24,376,48398.36,35.6048,"Petite"
35,25,323,39734.78,32.11979,"Petite"
35,26,283,31606.22,29.11975,"Petite"
35,27,297,35037.78,31.57717,"Petite"
35,28,281,33559.08,28.02796,"Petite"
35,29,317,36960.42,32.32057,"Petite"
35,30,351,49699.99,33.67644,"Petite"
350,1,321,33151.99,29.53108,"Petite"
350,2,353,43773.1,31.61363,"Petite"
350,3,290,35852.43,30.97242,"Petite"
350,4,338,48917.55,32.90194,"Petite"
350,5,288,39046.13,30.49928,"Petite"
350,6,286,33911.49,28.94644,"Petite"
350,7,273,28580.12,29.04266,"Petite"
350,8,300,40160.95,30.32755,"Petite"
350,9,366,49398.25,32.50182,"Petite"
350,10,277,29561.45,28.04887,"Petite"
350,11,301,34785.14,30.67659,"Petite"
350,12,363,54576.62,34.83935,"Petite"
350,13,278,30259.19,29.6535,"Petite"
350,14,253,24482.19,27.80596,"Petite"
350,15,290,30817.51,28.14527,"Petite"
350,16,302,36111.55,30.33647,"Petite"
350,17,322,38536.22,31.16146,"Petite"
350,18,345,45225.55,30.93208,"Petite"
350,19,257,22271.66,27.13771,"Petite"
350,20,336,46417.85,32.1435,"Petite"
350,21,280,30646.64,29.76236,"Petite"
350,22,270,27201.52,28.59159,"Petite"
350,23,350,43766.04,31.28832,"Petite"
350,24,321,39757.17,31.73393,"Petite"
350,25,331,39674.03,31.62011,"Petite"
350,26,366,53512.18,33.81557,"Petite"
350,27,335,47517.6,31.98939,"Petite"
350,28,331,46276.13,30.90339,"Petite"
350,29,335,47338.45,31.18955,"Petite"
350,30,350,46613.67,32.4537,"Petite"
351,1,257,24305.42,26.39719,"Petite"
351,2,333,41337.63,30.78989,"Petite"
351,3,327,36476.56,30.46593,"Petite"
351,4,282,31331.54,28.59598,"Petite"
351,5,298,35448.69,29.09275,"Petite"
351,6,292,36620.07,29.35084,"Petite"
351,7,282,28705.47,27.89345,"Petite"
351,8,302,37727.24,30.51975,"Petite"
351,9,252,29581.54,26.94811,"Petite"
351,10,302,36302.08,29.74912,"Petite"
351,11,316,37637.71,30.93996,"Petite"
351,12,250,26084.59,26.91178,"Petite"
351,13,309,35836.43,30.97087,"Petite"
351,14,338,44331.87,32.55518,"Petite"
351,15,278,27245.14,27.6937,"Petite"
351,16,284,32244.56,30.34029,"Petite"
351,17,305,35892.33,29.32326,"Petite"
351,18,317,39732.83,31.8861,"Petite"
351,19,277,29964.71,27.95316,"Petite"
351,20,321,38331.81,30.20148,"Petite"
351,21,280,33778.35,28.6971,"Petite"
351,22,326,41707.14,31.12654,"Petite"
351,23,367,48984.99,32.94796,"Petite"
351,24,340,44923.75,32.05869,"Petite"
351,25,294,33827.88,29.72823,"Petite"
351,26,312,32595.77,31.71134,"Petite"
351,27,306,37522.34,31.85153,"Petite"
351,28,316,45085.33,31.65186,"Petite"
351,29,270,31618.98,27.23106,"Petite"
351,30,304,39212.33,31.82813,"Petite"
352,1,305,37068.7,31.98266,"Petite"
352,2,300,39601.52,30.91089,"Petite"
352,3,269,27964.53,27.36185,"Petite"
352,4,299,32933.88,28.94811,"Petite"
352,5,349,47027.87,33.58609,"Petite"
352,6,300,32864.33,28.96163,"Petite"
352,7,282,33250.21,28.371,"Petite"
352,8,272,31602.19,27.81727,"Petite"
352,9,304,32061.94,28.19708,"Petite"
352,10,315,40938.79,30.704,"Petite"
352,11,286,35304.53,29.46041,"Petite"
352,12,385,57418.08,35.43043,"Petite"
352,13,273,23551.03,26.62259,"Petite"
352,14,288,36322.94,29.53986,"Petite"
352,15,313,36453.53,29.44065,"Petite"
352,16,276,28068.09,27.60291,"Petite"
352,17,350,42384.83,34.88235,"Petite"
352,18,299,31456.13,28.10728,"Petite"
352,19,252,26263.02,26.83199,"Petite"
352,20,305,35872.95,31.32823,"Petite"
352,21,385,59234.53,36.73557,"Petite"
352,22,240,21901.68,25.22597,"Petite"
352,23,277,30953.97,29.82995,"Petite"
352,24,254,28158.49,27.7881,"Petite"
352,25,286,32811.81,29.09,"Petite"
352,26,270,28291.71,29.0388,"Petite"
352,27,280,33990.67,29.35725,"Petite"
352,28,279,30497.87,28.12104,"Petite"
352,29,284,35022.11,29.25228,"Petite"
352,30,254,25170.08,26.67568,"Petite"
353,1,268,29886.52,28.11681,"Petite"
353,2,322,41640.69,31.05847,"Petite"
353,3,302,38055.94,30.40538,"Petite"
353,4,339,41811.13,31.96452,"Petite"
353,5,280,30448.75,28.94709,"Petite"
353,6,263,33274.39,29.09417,"Petite"
353,7,263,25901.69,27.32332,"Petite"
353,8,311,36143.74,29.9449,"Petite"
353,9,323,37393.74,30.41639,"Petite"
353,10,334,41786.61,31.27687,"Petite"
353,11,296,32680.4,30.37775,"Petite"
353,12,329,39394.71,30.55064,"Petite"
353,13,270,33802.81,28.47949,"Petite"
353,14,283,37241.4,29.5218,"Petite"
353,15,332,42586.58,30.40679,"Petite"
353,16,271,31070.55,28.10599,"Petite"
353,17,325,41649.09,30.69195,"Petite"
353,18,239,25563.56,28.17059,"Petite"
353,19,303,36692.43,30.25011,"Petite"
353,20,281,34031.27,29.11756,"Petite"
353,21,276,29250.44,27.61362,"Petite"
353,22,274,32484.6,28.10262,"Petite"
353,23,295,37795.36,31.09594,"Petite"
353,24,302,37755.94,29.29794,"Petite"
353,25,330,40637.56,31.55459,"Petite"
353,26,257,24948.08,26.31185,"Petite"
353,27,295,33823.62,28.39033,"Petite"
353,28,288,34706.66,29.00629,"Petite"
353,29,278,29943.32,29.13341,"Petite"
353,30,336,44244.45,30.42931,"Petite"
354,1,311,49817.14,34.73288,"Petite"
354,2,365,50052.34,34.68206,"Petite"
354,3,296,34555.64,29.14072,"Petite"
354,4,322,45959.33,30.9091,"Petite"
354,5,401,70359.18,37.39856,"Petite"
354,6,341,42750.07,31.98318,"Petite"
354,7,332,46316.43,31.98295,"Petite"
354,8,280,32948.99,27.98948,"Petite"
354,9,306,37439.93,31.09511,"Petite"
354,10,355,50532.21,35.37291,"Petite"
354,11,333,48010.97,33.16194,"Petite"
