"sim_number","generation","diameter","strain"
440,66,13,"Petite"
440,67,13,"Petite"
440,68,12,"Petite"
440,69,11,"Petite"
440,70,13,"Petite"
440,71,13,"Petite"
440,72,14,"Petite"
440,73,12,"Petite"
440,74,11,"Petite"
440,75,12,"Petite"
440,76,12,"Petite"
440,77,13,"Petite"
440,78,15,"Petite"
440,79,13,"Petite"
440,80,13,"Petite"
440,81,15,"Petite"
440,82,16,"Petite"
440,83,14,"Petite"
440,84,15,"Petite"
440,85,14,"Petite"
440,86,13,"Petite"
440,87,14,"Petite"
440,88,12,"Petite"
440,89,12,"Petite"
440,90,11,"Petite"
440,91,13,"Petite"
440,92,13,"Petite"
440,93,15,"Petite"
440,94,13,"Petite"
440,95,12,"Petite"
440,96,13,"Petite"
440,97,15,"Petite"
440,98,14,"Petite"
440,99,14,"Petite"
440,100,14,"Petite"
440,101,13,"Petite"
441,0,12,"Petite"
441,1,13,"Petite"
441,2,12,"Petite"
441,3,13,"Petite"
441,4,13,"Petite"
441,5,14,"Petite"
441,6,14,"Petite"
441,7,13,"Petite"
441,8,13,"Petite"
441,9,15,"Petite"
441,10,14,"Petite"
441,11,15,"Petite"
441,12,12,"Petite"
441,13,14,"Petite"
441,14,14,"Petite"
441,15,15,"Petite"
441,16,13,"Petite"
441,17,12,"Petite"
441,18,12,"Petite"
441,19,12,"Petite"
441,20,13,"Petite"
441,21,13,"Petite"
441,22,12,"Petite"
441,23,11,"Petite"
441,24,12,"Petite"
441,25,12,"Petite"
441,26,13,"Petite"
441,27,14,"Petite"
441,28,13,"Petite"
441,29,15,"Petite"
441,30,13,"Petite"
441,31,14,"Petite"
441,32,13,"Petite"
441,33,12,"Petite"
441,34,13,"Petite"
441,35,14,"Petite"
441,36,14,"Petite"
441,37,12,"Petite"
441,38,13,"Petite"
441,39,13,"Petite"
441,40,12,"Petite"
441,41,13,"Petite"
441,42,14,"Petite"
441,43,13,"Petite"
441,44,14,"Petite"
441,45,13,"Petite"
441,46,13,"Petite"
441,47,14,"Petite"
441,48,14,"Petite"
441,49,13,"Petite"
441,50,13,"Petite"
441,51,13,"Petite"
441,52,14,"Petite"
441,53,13,"Petite"
441,54,15,"Petite"
441,55,12,"Petite"
441,56,12,"Petite"
441,57,13,"Petite"
441,58,12,"Petite"
441,59,13,"Petite"
441,60,12,"Petite"
441,61,13,"Petite"
441,62,14,"Petite"
441,63,15,"Petite"
441,64,14,"Petite"
441,65,15,"Petite"
441,66,13,"Petite"
441,67,11,"Petite"
441,68,13,"Petite"
441,69,14,"Petite"
441,70,14,"Petite"
441,71,13,"Petite"
441,72,13,"Petite"
441,73,14,"Petite"
441,74,13,"Petite"
441,75,12,"Petite"
441,76,13,"Petite"
441,77,13,"Petite"
441,78,14,"Petite"
441,79,12,"Petite"
441,80,12,"Petite"
441,81,12,"Petite"
441,82,12,"Petite"
441,83,11,"Petite"
441,84,11,"Petite"
441,85,13,"Petite"
441,86,14,"Petite"
441,87,13,"Petite"
441,88,12,"Petite"
441,89,11,"Petite"
441,90,12,"Petite"
441,91,13,"Petite"
441,92,14,"Petite"
441,93,14,"Petite"
441,94,13,"Petite"
441,95,12,"Petite"
441,96,14,"Petite"
441,97,12,"Petite"
441,98,12,"Petite"
441,99,14,"Petite"
441,100,13,"Petite"
441,101,14,"Petite"
442,0,15,"Petite"
442,1,16,"Petite"
442,2,12,"Petite"
442,3,12,"Petite"
442,4,13,"Petite"
442,5,14,"Petite"
442,6,13,"Petite"
442,7,13,"Petite"
442,8,13,"Petite"
442,9,14,"Petite"
442,10,12,"Petite"
442,11,14,"Petite"
442,12,12,"Petite"
442,13,12,"Petite"
442,14,13,"Petite"
442,15,15,"Petite"
442,16,15,"Petite"
442,17,14,"Petite"
442,18,13,"Petite"
442,19,14,"Petite"
442,20,16,"Petite"
442,21,14,"Petite"
442,22,14,"Petite"
442,23,14,"Petite"
442,24,13,"Petite"
442,25,12,"Petite"
442,26,13,"Petite"
442,27,11,"Petite"
442,28,12,"Petite"
442,29,13,"Petite"
442,30,13,"Petite"
442,31,11,"Petite"
442,32,14,"Petite"
442,33,13,"Petite"
442,34,12,"Petite"
442,35,12,"Petite"
442,36,11,"Petite"
442,37,13,"Petite"
442,38,13,"Petite"
442,39,12,"Petite"
442,40,13,"Petite"
442,41,14,"Petite"
442,42,14,"Petite"
442,43,13,"Petite"
442,44,13,"Petite"
442,45,13,"Petite"
442,46,14,"Petite"
442,47,14,"Petite"
442,48,14,"Petite"
442,49,13,"Petite"
442,50,14,"Petite"
442,51,14,"Petite"
442,52,14,"Petite"
442,53,13,"Petite"
442,54,13,"Petite"
442,55,12,"Petite"
442,56,13,"Petite"
442,57,12,"Petite"
442,58,12,"Petite"
442,59,11,"Petite"
442,60,11,"Petite"
442,61,12,"Petite"
442,62,12,"Petite"
442,63,13,"Petite"
442,64,15,"Petite"
442,65,15,"Petite"
442,66,12,"Petite"
442,67,12,"Petite"
442,68,11,"Petite"
442,69,13,"Petite"
442,70,12,"Petite"
442,71,11,"Petite"
442,72,12,"Petite"
442,73,12,"Petite"
442,74,14,"Petite"
442,75,13,"Petite"
442,76,13,"Petite"
442,77,13,"Petite"
442,78,12,"Petite"
442,79,13,"Petite"
442,80,15,"Petite"
442,81,16,"Petite"
442,82,14,"Petite"
442,83,13,"Petite"
442,84,14,"Petite"
442,85,13,"Petite"
442,86,13,"Petite"
442,87,13,"Petite"
442,88,15,"Petite"
442,89,15,"Petite"
442,90,13,"Petite"
442,91,13,"Petite"
442,92,14,"Petite"
442,93,12,"Petite"
442,94,13,"Petite"
442,95,13,"Petite"
442,96,13,"Petite"
442,97,13,"Petite"
442,98,12,"Petite"
442,99,12,"Petite"
442,100,13,"Petite"
442,101,12,"Petite"
443,0,13,"Petite"
443,1,15,"Petite"
443,2,14,"Petite"
443,3,15,"Petite"
443,4,14,"Petite"
443,5,13,"Petite"
443,6,12,"Petite"
443,7,11,"Petite"
443,8,13,"Petite"
443,9,13,"Petite"
443,10,12,"Petite"
443,11,14,"Petite"
443,12,15,"Petite"
443,13,13,"Petite"
443,14,13,"Petite"
443,15,12,"Petite"
443,16,13,"Petite"
443,17,13,"Petite"
443,18,13,"Petite"
443,19,12,"Petite"
443,20,12,"Petite"
443,21,13,"Petite"
443,22,14,"Petite"
443,23,15,"Petite"
443,24,14,"Petite"
443,25,14,"Petite"
443,26,13,"Petite"
443,27,13,"Petite"
443,28,12,"Petite"
443,29,12,"Petite"
443,30,15,"Petite"
443,31,13,"Petite"
443,32,15,"Petite"
443,33,13,"Petite"
443,34,13,"Petite"
443,35,12,"Petite"
443,36,13,"Petite"
443,37,14,"Petite"
443,38,12,"Petite"
443,39,12,"Petite"
443,40,11,"Petite"
443,41,11,"Petite"
443,42,14,"Petite"
443,43,13,"Petite"
443,44,15,"Petite"
443,45,14,"Petite"
443,46,14,"Petite"
443,47,15,"Petite"
443,48,13,"Petite"
443,49,13,"Petite"
443,50,13,"Petite"
443,51,13,"Petite"
443,52,13,"Petite"
443,53,14,"Petite"
443,54,13,"Petite"
443,55,13,"Petite"
443,56,14,"Petite"
443,57,13,"Petite"
443,58,12,"Petite"
443,59,12,"Petite"
443,60,12,"Petite"
443,61,13,"Petite"
443,62,13,"Petite"
443,63,14,"Petite"
443,64,15,"Petite"
443,65,12,"Petite"
443,66,14,"Petite"
443,67,14,"Petite"
443,68,14,"Petite"
443,69,14,"Petite"
443,70,14,"Petite"
443,71,13,"Petite"
443,72,13,"Petite"
443,73,14,"Petite"
443,74,12,"Petite"
443,75,13,"Petite"
443,76,13,"Petite"
443,77,12,"Petite"
443,78,11,"Petite"
443,79,13,"Petite"
443,80,12,"Petite"
443,81,11,"Petite"
443,82,10,"Petite"
443,83,12,"Petite"
443,84,13,"Petite"
443,85,13,"Petite"
443,86,13,"Petite"
443,87,12,"Petite"
443,88,12,"Petite"
443,89,13,"Petite"
443,90,13,"Petite"
443,91,13,"Petite"
443,92,13,"Petite"
443,93,13,"Petite"
443,94,13,"Petite"
443,95,14,"Petite"
443,96,13,"Petite"
443,97,12,"Petite"
443,98,12,"Petite"
443,99,13,"Petite"
443,100,12,"Petite"
443,101,14,"Petite"
444,0,13,"Petite"
444,1,14,"Petite"
444,2,14,"Petite"
444,3,14,"Petite"
444,4,13,"Petite"
444,5,13,"Petite"
444,6,13,"Petite"
444,7,12,"Petite"
444,8,13,"Petite"
444,9,12,"Petite"
444,10,13,"Petite"
444,11,12,"Petite"
444,12,12,"Petite"
444,13,11,"Petite"
444,14,12,"Petite"
444,15,13,"Petite"
444,16,12,"Petite"
444,17,13,"Petite"
444,18,12,"Petite"
444,19,11,"Petite"
444,20,13,"Petite"
444,21,13,"Petite"
444,22,15,"Petite"
444,23,16,"Petite"
444,24,15,"Petite"
444,25,13,"Petite"
444,26,12,"Petite"
444,27,13,"Petite"
444,28,13,"Petite"
444,29,13,"Petite"
444,30,11,"Petite"
444,31,13,"Petite"
444,32,13,"Petite"
444,33,14,"Petite"
444,34,13,"Petite"
444,35,14,"Petite"
444,36,13,"Petite"
444,37,13,"Petite"
444,38,12,"Petite"
444,39,11,"Petite"
444,40,13,"Petite"
444,41,12,"Petite"
444,42,15,"Petite"
444,43,16,"Petite"
444,44,12,"Petite"
444,45,12,"Petite"
444,46,14,"Petite"
444,47,14,"Petite"
444,48,13,"Petite"
444,49,14,"Petite"
444,50,13,"Petite"
444,51,15,"Petite"
444,52,13,"Petite"
444,53,12,"Petite"
444,54,12,"Petite"
444,55,12,"Petite"
444,56,14,"Petite"
444,57,16,"Petite"
444,58,13,"Petite"
444,59,13,"Petite"
444,60,14,"Petite"
444,61,12,"Petite"
444,62,12,"Petite"
444,63,13,"Petite"
444,64,13,"Petite"
444,65,12,"Petite"
444,66,13,"Petite"
444,67,13,"Petite"
444,68,13,"Petite"
444,69,13,"Petite"
444,70,10,"Petite"
444,71,11,"Petite"
444,72,12,"Petite"
444,73,14,"Petite"
444,74,13,"Petite"
444,75,13,"Petite"
444,76,14,"Petite"
444,77,14,"Petite"
444,78,13,"Petite"
444,79,12,"Petite"
444,80,12,"Petite"
444,81,13,"Petite"
444,82,11,"Petite"
444,83,12,"Petite"
444,84,12,"Petite"
444,85,13,"Petite"
444,86,13,"Petite"
444,87,14,"Petite"
444,88,13,"Petite"
444,89,13,"Petite"
444,90,13,"Petite"
444,91,12,"Petite"
444,92,14,"Petite"
444,93,13,"Petite"
444,94,12,"Petite"
444,95,11,"Petite"
444,96,10,"Petite"
444,97,12,"Petite"
444,98,13,"Petite"
444,99,14,"Petite"
444,100,11,"Petite"
444,101,10,"Petite"
445,0,16,"Petite"
445,1,15,"Petite"
445,2,13,"Petite"
445,3,15,"Petite"
445,4,13,"Petite"
445,5,15,"Petite"
445,6,14,"Petite"
445,7,14,"Petite"
445,8,14,"Petite"
445,9,13,"Petite"
445,10,13,"Petite"
445,11,11,"Petite"
445,12,13,"Petite"
445,13,12,"Petite"
445,14,12,"Petite"
445,15,12,"Petite"
445,16,12,"Petite"
445,17,14,"Petite"
445,18,13,"Petite"
445,19,12,"Petite"
445,20,12,"Petite"
445,21,11,"Petite"
445,22,12,"Petite"
445,23,11,"Petite"
445,24,13,"Petite"
445,25,13,"Petite"
445,26,11,"Petite"
445,27,13,"Petite"
445,28,14,"Petite"
445,29,13,"Petite"
445,30,13,"Petite"
445,31,12,"Petite"
445,32,13,"Petite"
445,33,13,"Petite"
445,34,13,"Petite"
445,35,12,"Petite"
445,36,12,"Petite"
445,37,13,"Petite"
445,38,13,"Petite"
445,39,13,"Petite"
445,40,12,"Petite"
445,41,12,"Petite"
445,42,12,"Petite"
445,43,13,"Petite"
445,44,13,"Petite"
445,45,13,"Petite"
445,46,14,"Petite"
445,47,14,"Petite"
445,48,14,"Petite"
445,49,14,"Petite"
445,50,12,"Petite"
445,51,12,"Petite"
445,52,12,"Petite"
445,53,13,"Petite"
445,54,12,"Petite"
445,55,13,"Petite"
445,56,12,"Petite"
445,57,13,"Petite"
445,58,13,"Petite"
445,59,13,"Petite"
445,60,13,"Petite"
445,61,13,"Petite"
445,62,13,"Petite"
445,63,15,"Petite"
445,64,14,"Petite"
445,65,12,"Petite"
445,66,13,"Petite"
445,67,12,"Petite"
445,68,10,"Petite"
445,69,13,"Petite"
445,70,13,"Petite"
445,71,13,"Petite"
445,72,14,"Petite"
445,73,15,"Petite"
445,74,15,"Petite"
445,75,14,"Petite"
445,76,12,"Petite"
445,77,12,"Petite"
445,78,12,"Petite"
445,79,14,"Petite"
445,80,13,"Petite"
445,81,12,"Petite"
445,82,12,"Petite"
445,83,13,"Petite"
445,84,14,"Petite"
445,85,14,"Petite"
445,86,13,"Petite"
445,87,14,"Petite"
445,88,13,"Petite"
445,89,12,"Petite"
445,90,12,"Petite"
445,91,14,"Petite"
445,92,12,"Petite"
445,93,11,"Petite"
445,94,12,"Petite"
445,95,16,"Petite"
445,96,15,"Petite"
445,97,15,"Petite"
445,98,14,"Petite"
445,99,12,"Petite"
445,100,13,"Petite"
445,101,13,"Petite"
446,0,13,"Petite"
446,1,14,"Petite"
446,2,12,"Petite"
446,3,12,"Petite"
446,4,11,"Petite"
446,5,12,"Petite"
446,6,14,"Petite"
446,7,13,"Petite"
446,8,13,"Petite"
446,9,14,"Petite"
446,10,12,"Petite"
446,11,12,"Petite"
446,12,13,"Petite"
446,13,14,"Petite"
446,14,12,"Petite"
446,15,12,"Petite"
446,16,13,"Petite"
446,17,12,"Petite"
446,18,13,"Petite"
446,19,13,"Petite"
446,20,16,"Petite"
446,21,15,"Petite"
446,22,16,"Petite"
446,23,12,"Petite"
446,24,12,"Petite"
446,25,12,"Petite"
446,26,12,"Petite"
446,27,14,"Petite"
446,28,13,"Petite"
446,29,13,"Petite"
446,30,11,"Petite"
446,31,12,"Petite"
446,32,13,"Petite"
446,33,13,"Petite"
446,34,14,"Petite"
446,35,15,"Petite"
446,36,13,"Petite"
446,37,14,"Petite"
446,38,14,"Petite"
446,39,14,"Petite"
446,40,13,"Petite"
446,41,11,"Petite"
446,42,13,"Petite"
446,43,13,"Petite"
446,44,12,"Petite"
446,45,13,"Petite"
446,46,12,"Petite"
446,47,13,"Petite"
446,48,15,"Petite"
446,49,14,"Petite"
446,50,15,"Petite"
446,51,12,"Petite"
446,52,13,"Petite"
446,53,14,"Petite"
446,54,14,"Petite"
446,55,14,"Petite"
446,56,14,"Petite"
446,57,13,"Petite"
446,58,12,"Petite"
446,59,12,"Petite"
446,60,11,"Petite"
446,61,13,"Petite"
446,62,13,"Petite"
446,63,12,"Petite"
446,64,12,"Petite"
446,65,12,"Petite"
446,66,13,"Petite"
446,67,12,"Petite"
446,68,13,"Petite"
446,69,11,"Petite"
446,70,11,"Petite"
446,71,11,"Petite"
446,72,13,"Petite"
446,73,11,"Petite"
446,74,12,"Petite"
446,75,12,"Petite"
446,76,14,"Petite"
446,77,12,"Petite"
446,78,13,"Petite"
446,79,13,"Petite"
446,80,13,"Petite"
446,81,13,"Petite"
446,82,12,"Petite"
446,83,13,"Petite"
446,84,13,"Petite"
446,85,14,"Petite"
446,86,13,"Petite"
446,87,14,"Petite"
446,88,12,"Petite"
446,89,13,"Petite"
446,90,11,"Petite"
446,91,11,"Petite"
446,92,12,"Petite"
446,93,14,"Petite"
446,94,12,"Petite"
446,95,13,"Petite"
446,96,11,"Petite"
446,97,14,"Petite"
446,98,13,"Petite"
446,99,13,"Petite"
446,100,14,"Petite"
446,101,13,"Petite"
447,0,12,"Petite"
447,1,13,"Petite"
447,2,13,"Petite"
447,3,14,"Petite"
447,4,14,"Petite"
447,5,12,"Petite"
447,6,13,"Petite"
447,7,13,"Petite"
447,8,13,"Petite"
447,9,13,"Petite"
447,10,13,"Petite"
447,11,14,"Petite"
447,12,14,"Petite"
447,13,16,"Petite"
447,14,13,"Petite"
447,15,11,"Petite"
447,16,12,"Petite"
447,17,14,"Petite"
447,18,14,"Petite"
447,19,14,"Petite"
447,20,15,"Petite"
447,21,14,"Petite"
447,22,13,"Petite"
447,23,14,"Petite"
447,24,13,"Petite"
447,25,13,"Petite"
447,26,13,"Petite"
447,27,13,"Petite"
447,28,13,"Petite"
447,29,12,"Petite"
447,30,11,"Petite"
447,31,14,"Petite"
447,32,14,"Petite"
447,33,12,"Petite"
447,34,11,"Petite"
447,35,12,"Petite"
447,36,12,"Petite"
447,37,15,"Petite"
447,38,14,"Petite"
447,39,14,"Petite"
447,40,13,"Petite"
447,41,15,"Petite"
447,42,14,"Petite"
447,43,12,"Petite"
447,44,13,"Petite"
447,45,13,"Petite"
447,46,14,"Petite"
447,47,14,"Petite"
447,48,14,"Petite"
447,49,13,"Petite"
447,50,14,"Petite"
447,51,13,"Petite"
447,52,12,"Petite"
447,53,13,"Petite"
447,54,13,"Petite"
447,55,13,"Petite"
447,56,13,"Petite"
447,57,13,"Petite"
447,58,13,"Petite"
447,59,12,"Petite"
447,60,14,"Petite"
447,61,15,"Petite"
447,62,15,"Petite"
447,63,13,"Petite"
447,64,12,"Petite"
447,65,14,"Petite"
447,66,14,"Petite"
447,67,13,"Petite"
447,68,13,"Petite"
447,69,13,"Petite"
447,70,13,"Petite"
447,71,12,"Petite"
447,72,12,"Petite"
447,73,13,"Petite"
447,74,13,"Petite"
447,75,12,"Petite"
447,76,13,"Petite"
447,77,12,"Petite"
447,78,12,"Petite"
447,79,11,"Petite"
447,80,14,"Petite"
447,81,13,"Petite"
447,82,13,"Petite"
447,83,13,"Petite"
447,84,15,"Petite"
447,85,14,"Petite"
447,86,14,"Petite"
447,87,15,"Petite"
447,88,13,"Petite"
447,89,14,"Petite"
447,90,13,"Petite"
447,91,14,"Petite"
447,92,14,"Petite"
447,93,13,"Petite"
447,94,14,"Petite"
447,95,16,"Petite"
447,96,14,"Petite"
447,97,13,"Petite"
447,98,12,"Petite"
447,99,14,"Petite"
447,100,11,"Petite"
447,101,14,"Petite"
448,0,14,"Petite"
448,1,12,"Petite"
448,2,13,"Petite"
448,3,13,"Petite"
448,4,12,"Petite"
448,5,13,"Petite"
448,6,12,"Petite"
448,7,12,"Petite"
448,8,12,"Petite"
448,9,12,"Petite"
448,10,12,"Petite"
448,11,13,"Petite"
448,12,14,"Petite"
448,13,11,"Petite"
448,14,12,"Petite"
448,15,13,"Petite"
448,16,12,"Petite"
448,17,13,"Petite"
448,18,14,"Petite"
448,19,13,"Petite"
448,20,13,"Petite"
448,21,13,"Petite"
448,22,13,"Petite"
448,23,15,"Petite"
448,24,14,"Petite"
448,25,15,"Petite"
448,26,13,"Petite"
448,27,13,"Petite"
448,28,11,"Petite"
448,29,13,"Petite"
448,30,14,"Petite"
448,31,14,"Petite"
448,32,13,"Petite"
448,33,12,"Petite"
448,34,13,"Petite"
448,35,14,"Petite"
448,36,15,"Petite"
448,37,12,"Petite"
448,38,12,"Petite"
448,39,12,"Petite"
448,40,12,"Petite"
448,41,12,"Petite"
448,42,12,"Petite"
448,43,14,"Petite"
448,44,12,"Petite"
448,45,14,"Petite"
448,46,14,"Petite"
448,47,15,"Petite"
448,48,14,"Petite"
448,49,12,"Petite"
448,50,14,"Petite"
448,51,15,"Petite"
448,52,12,"Petite"
448,53,13,"Petite"
448,54,14,"Petite"
448,55,14,"Petite"
448,56,14,"Petite"
448,57,13,"Petite"
448,58,13,"Petite"
448,59,12,"Petite"
448,60,11,"Petite"
448,61,10,"Petite"
448,62,11,"Petite"
448,63,12,"Petite"
448,64,13,"Petite"
448,65,13,"Petite"
448,66,13,"Petite"
448,67,13,"Petite"
448,68,12,"Petite"
448,69,12,"Petite"
448,70,13,"Petite"
448,71,13,"Petite"
448,72,13,"Petite"
448,73,13,"Petite"
448,74,13,"Petite"
448,75,13,"Petite"
448,76,13,"Petite"
448,77,14,"Petite"
448,78,14,"Petite"
448,79,13,"Petite"
448,80,10,"Petite"
448,81,13,"Petite"
448,82,13,"Petite"
448,83,13,"Petite"
448,84,14,"Petite"
448,85,13,"Petite"
448,86,12,"Petite"
448,87,14,"Petite"
448,88,13,"Petite"
448,89,15,"Petite"
448,90,15,"Petite"
448,91,16,"Petite"
448,92,13,"Petite"
448,93,12,"Petite"
448,94,12,"Petite"
448,95,16,"Petite"
448,96,12,"Petite"
448,97,14,"Petite"
448,98,14,"Petite"
448,99,15,"Petite"
448,100,13,"Petite"
448,101,12,"Petite"
449,0,14,"Petite"
449,1,13,"Petite"
449,2,12,"Petite"
449,3,11,"Petite"
449,4,12,"Petite"
449,5,13,"Petite"
449,6,16,"Petite"
449,7,14,"Petite"
449,8,14,"Petite"
449,9,13,"Petite"
449,10,13,"Petite"
449,11,13,"Petite"
449,12,12,"Petite"
449,13,15,"Petite"
449,14,13,"Petite"
449,15,13,"Petite"
449,16,12,"Petite"
449,17,13,"Petite"
449,18,13,"Petite"
449,19,13,"Petite"
449,20,15,"Petite"
449,21,15,"Petite"
449,22,13,"Petite"
449,23,13,"Petite"
449,24,13,"Petite"
449,25,14,"Petite"
449,26,14,"Petite"
449,27,15,"Petite"
449,28,14,"Petite"
449,29,13,"Petite"
449,30,13,"Petite"
449,31,13,"Petite"
449,32,13,"Petite"
449,33,14,"Petite"
449,34,15,"Petite"
449,35,13,"Petite"
449,36,15,"Petite"
449,37,15,"Petite"
449,38,16,"Petite"
449,39,15,"Petite"
449,40,13,"Petite"
449,41,13,"Petite"
449,42,13,"Petite"
449,43,13,"Petite"
449,44,13,"Petite"
449,45,12,"Petite"
449,46,13,"Petite"
449,47,14,"Petite"
449,48,13,"Petite"
449,49,14,"Petite"
449,50,14,"Petite"
449,51,15,"Petite"
449,52,13,"Petite"
449,53,11,"Petite"
449,54,11,"Petite"
449,55,14,"Petite"
449,56,14,"Petite"
449,57,13,"Petite"
449,58,13,"Petite"
449,59,13,"Petite"
449,60,13,"Petite"
449,61,13,"Petite"
449,62,12,"Petite"
449,63,12,"Petite"
449,64,14,"Petite"
449,65,14,"Petite"
449,66,13,"Petite"
449,67,12,"Petite"
449,68,13,"Petite"
449,69,13,"Petite"
449,70,12,"Petite"
449,71,14,"Petite"
449,72,14,"Petite"
449,73,14,"Petite"
449,74,12,"Petite"
449,75,12,"Petite"
449,76,12,"Petite"
449,77,13,"Petite"
449,78,14,"Petite"
449,79,15,"Petite"
449,80,12,"Petite"
449,81,12,"Petite"
449,82,15,"Petite"
449,83,12,"Petite"
449,84,12,"Petite"
449,85,12,"Petite"
449,86,13,"Petite"
449,87,12,"Petite"
449,88,13,"Petite"
449,89,12,"Petite"
449,90,13,"Petite"
449,91,12,"Petite"
449,92,13,"Petite"
449,93,13,"Petite"
449,94,11,"Petite"
449,95,15,"Petite"
449,96,13,"Petite"
449,97,14,"Petite"
449,98,15,"Petite"
449,99,14,"Petite"
449,100,13,"Petite"
449,101,13,"Petite"
450,0,15,"Petite"
450,1,16,"Petite"
450,2,13,"Petite"
450,3,14,"Petite"
450,4,14,"Petite"
450,5,15,"Petite"
450,6,16,"Petite"
450,7,13,"Petite"
450,8,13,"Petite"
450,9,11,"Petite"
450,10,13,"Petite"
450,11,14,"Petite"
450,12,11,"Petite"
450,13,13,"Petite"
450,14,12,"Petite"
450,15,14,"Petite"
450,16,12,"Petite"
450,17,13,"Petite"
450,18,13,"Petite"
450,19,14,"Petite"
450,20,13,"Petite"
450,21,13,"Petite"
450,22,15,"Petite"
450,23,14,"Petite"
450,24,14,"Petite"
450,25,14,"Petite"
450,26,15,"Petite"
450,27,12,"Petite"
450,28,14,"Petite"
450,29,14,"Petite"
450,30,15,"Petite"
450,31,14,"Petite"
450,32,15,"Petite"
450,33,13,"Petite"
450,34,13,"Petite"
450,35,13,"Petite"
450,36,12,"Petite"
450,37,12,"Petite"
450,38,12,"Petite"
450,39,13,"Petite"
450,40,14,"Petite"
450,41,14,"Petite"
450,42,15,"Petite"
450,43,15,"Petite"
450,44,14,"Petite"
450,45,15,"Petite"
450,46,15,"Petite"
450,47,14,"Petite"
450,48,15,"Petite"
450,49,16,"Petite"
450,50,14,"Petite"
450,51,12,"Petite"
450,52,13,"Petite"
450,53,13,"Petite"
450,54,12,"Petite"
450,55,13,"Petite"
450,56,14,"Petite"
450,57,14,"Petite"
450,58,12,"Petite"
450,59,14,"Petite"
450,60,13,"Petite"
450,61,12,"Petite"
450,62,11,"Petite"
450,63,14,"Petite"
450,64,12,"Petite"
450,65,12,"Petite"
450,66,14,"Petite"
450,67,14,"Petite"
450,68,15,"Petite"
450,69,13,"Petite"
450,70,14,"Petite"
450,71,14,"Petite"
450,72,14,"Petite"
450,73,12,"Petite"
450,74,12,"Petite"
450,75,12,"Petite"
450,76,15,"Petite"
450,77,14,"Petite"
450,78,14,"Petite"
450,79,14,"Petite"
450,80,13,"Petite"
450,81,13,"Petite"
450,82,15,"Petite"
450,83,14,"Petite"
450,84,13,"Petite"
450,85,15,"Petite"
450,86,13,"Petite"
450,87,13,"Petite"
450,88,14,"Petite"
450,89,12,"Petite"
450,90,12,"Petite"
450,91,12,"Petite"
450,92,12,"Petite"
450,93,12,"Petite"
450,94,12,"Petite"
450,95,13,"Petite"
450,96,14,"Petite"
450,97,14,"Petite"
450,98,12,"Petite"
450,99,12,"Petite"
450,100,11,"Petite"
450,101,13,"Petite"
451,0,14,"Petite"
451,1,14,"Petite"
451,2,14,"Petite"
451,3,12,"Petite"
451,4,13,"Petite"
451,5,14,"Petite"
451,6,14,"Petite"
451,7,14,"Petite"
451,8,14,"Petite"
451,9,14,"Petite"
451,10,14,"Petite"
451,11,15,"Petite"
451,12,12,"Petite"
451,13,12,"Petite"
451,14,14,"Petite"
451,15,13,"Petite"
451,16,13,"Petite"
451,17,14,"Petite"
451,18,12,"Petite"
451,19,15,"Petite"
451,20,14,"Petite"
451,21,15,"Petite"
451,22,14,"Petite"
451,23,13,"Petite"
451,24,14,"Petite"
451,25,14,"Petite"
451,26,14,"Petite"
451,27,14,"Petite"
451,28,14,"Petite"
451,29,13,"Petite"
451,30,13,"Petite"
451,31,14,"Petite"
451,32,13,"Petite"
451,33,12,"Petite"
451,34,12,"Petite"
451,35,11,"Petite"
451,36,12,"Petite"
451,37,12,"Petite"
451,38,13,"Petite"
451,39,14,"Petite"
451,40,13,"Petite"
451,41,13,"Petite"
451,42,13,"Petite"
451,43,14,"Petite"
451,44,12,"Petite"
451,45,14,"Petite"
451,46,13,"Petite"
451,47,13,"Petite"
451,48,13,"Petite"
451,49,14,"Petite"
451,50,15,"Petite"
451,51,14,"Petite"
451,52,13,"Petite"
451,53,12,"Petite"
451,54,13,"Petite"
451,55,14,"Petite"
451,56,14,"Petite"
451,57,14,"Petite"
451,58,14,"Petite"
451,59,15,"Petite"
451,60,14,"Petite"
451,61,14,"Petite"
451,62,12,"Petite"
451,63,13,"Petite"
451,64,14,"Petite"
451,65,13,"Petite"
451,66,13,"Petite"
451,67,14,"Petite"
451,68,14,"Petite"
451,69,13,"Petite"
451,70,14,"Petite"
451,71,14,"Petite"
451,72,13,"Petite"
451,73,13,"Petite"
451,74,15,"Petite"
451,75,14,"Petite"
451,76,14,"Petite"
451,77,15,"Petite"
451,78,14,"Petite"
451,79,14,"Petite"
451,80,13,"Petite"
451,81,13,"Petite"
451,82,13,"Petite"
451,83,13,"Petite"
451,84,15,"Petite"
451,85,15,"Petite"
451,86,12,"Petite"
451,87,12,"Petite"
451,88,12,"Petite"
451,89,13,"Petite"
451,90,11,"Petite"
451,91,12,"Petite"
451,92,12,"Petite"
451,93,12,"Petite"
451,94,13,"Petite"
451,95,12,"Petite"
451,96,13,"Petite"
451,97,12,"Petite"
451,98,12,"Petite"
451,99,15,"Petite"
451,100,14,"Petite"
451,101,12,"Petite"
452,0,14,"Petite"
452,1,13,"Petite"
452,2,13,"Petite"
452,3,13,"Petite"
452,4,14,"Petite"
452,5,14,"Petite"
452,6,14,"Petite"
